"text","toss","non_comp","coder1nonc","coder2nonc"
"It’s beyond selfish for Democrat politicians to try to impeach a President who has 10 days left in office for the sole purpose of preventing him from running against them in 2024... While they ignore the millions of Americans devastated by their govt mandated COVID lockdowns.",NA,1,1,1
"Did Trump really just say Biden did not do a good job with the swine flu ... when we are in a whole pandemic right now",NA,0,0,0
".@kayleighmcenany pushes back on forced lockdowns and quarantines. https://t.co/Rlxv02GODT",NA,1,1,1
"Confined mostly to tiny cabins, crew members found themselves forced to stay aboard—sometimes without pay—and struggling to cope with a never-ending lockdown https://t.co/DKb8u2Y4wF",NA,0,1,0
"Masks were originally advised to prevent asymptomatic carriers from spreading covid. I want Fauci to show ONE documented case of asymptomatic spread. IT’S NOT REAL. 

Where are the conservative organizations with $$? They should have been in court, every single day since June.",NA,1,1,1
"4 Items Illustrating Complete Corruption in Media, FBI, DOJ &amp; Politicians in Congress:

~ Election Fraud
~ Biden Corruption Involving Communist China
~ Covid Lock-Downs
~ Antifa/BLM Given Free Reign

Only Solution Left - Insurrection Act",NA,1,1,1
"We’ve got another tyrannical leader to add to the list. Congratulations @CharlieBakerMA for your new COVID guidelines. 
In August I heard from a source that you and your wife went to a movie theater in Boston and had to be told to keep your masks on per your COVID orders. Tyrant.",NA,1,1,1
"He's still saying that the 1918  Spanish Flu pandemic happened in 1917.",NA,0,0,0
"Joe Biden takes the first major step towards bringing Covid-19 under control. He asks that we all wear masks. Finally, a President who cares whether we live or die.",NA,0,0,0
"Today we sent an open letter to the Iowa Legislature asking them to practice COVID-19 safety.

Without the requirement of masks in the capitol, we need each legislator to set an example by wearing their masks every day.

Read our full statement here: https://t.co/0P5sskdsCy",NA,0,0,0
"“TRAIN WRECK”—2000 calls *per minute* to Florida vaccine hotline! 

➡️OMG—“Fake @eventbrite sites, posing as health depts &amp; charging $ for vaccine appointments, led to seniors showing up saying they had a slot, only to be told it was fraudulent”. #COVID19
https://t.co/iDleqfs4s3 https://t.co/X71Bs6Hr8Y",NA,0,0,0
"Sen. Sherrod Brown calls out Rand Paul: ""I would like to ask Sen. Paul in front of everybody to start wearing a mask on the Senate floor, like the entire staff does … I wish Sen. Paul would show the respect to his colleagues to wear a mask when he’s on the Senate floor.""",NA,0,0,0
"Last week, the Biden-Harris Administration:

- Reached 50 million vaccinations
- Announced the shipment of 25 million masks
- Increased weekly vaccine supply to 14.5 million doses
- Opened vaccination sites across the country

We’re working hard to beat COVID-19.",NA,0,0,0
"Please wear a mask. https://t.co/aAqlmJP5RT",NA,0,0,0
"COVID kills Holocaust survivor who believed anti-vaccine propaganda https://t.co/xPhAOe2n75 

*****HEADLINE BINGO****** 💯",NA,0,0,0
"NEW: Speaker Pelosi implementing FINES for members who don't wear a mask on the House floor

$500 fine for first offense.  

$2,500 for second office.  

Fines will be deducted from Member pay (no use of campaign funds or MRA for fines).",NA,0,0,0
".@realDonaldTrump delivers! Against all odds and the Nay-Sayers, President Trump makes history as his Operation Warp Speed completes the developments of several effective vaccines to curve the COVID-19 pandemic. Where is the apology from those who laughed at his enormous efforts? https://t.co/8bbJkLwf4f",NA,0,0,0
"Covid does NOT suspend your Constitutional rights.

Government cannot mandate that you wear mask. Cannot tell you how far you just stand from another individual. Cannot limit your right to peaceful assembly. Cannot impose restrictions on church attendance, etc.

This is America.",NA,1,1,1
"be like Joe #WearAMask #NoDemLeftBehind https://t.co/sxkwjQygM0",NA,0,0,0
"STEFANIK SAYS ‘NO’: Rep Drafts Bill to Stop Gitmo Prisoners from Getting CoVID Vaccine Before Americans https://t.co/O8my9y96eR",NA,0,0,0
"Believe it or not, despite the fact that #CovidCaughtTrump, Thom Tillis, Kellyanne Conway, and many more...

Folks on the right are STILL mask-resistant.

This is insanity.",NA,0,0,0
"Twitter Removes White House Adviser's Tweet Saying Masks Do Not Prevent COVID-19 https://t.co/gkkGtmhEOg",NA,0,0,0
"I’ve tweeted this pic in the past. It helps me understand the enormity of our losses. There’s 1,000 people gathered in the pic  below. 345,000+ people have died from #Covid19. 

1,000, 000+ people mourned the loss of a loved one during the holidays.  #WearAMask #StopTheSpread https://t.co/yIpgu2vwhs",NA,0,0,0
"Two truths on my mind today.

1) The Coronavirus is very real (wear a mask).

2) Democracy is very fragile (Donald Trump knows he lost).",NA,0,0,0
"A nurse held the phone to my mom’s ear so I could speak to her for what is probably the last time about 20 minutes ago. She is dying alone &amp; scared from something that didn’t have to happen. Put the ads back up NOW @JoeBiden #Covid_19 #WearADamnMask #TrumpKilledMyMom",NA,0,0,0
"I saw patients all day today. 

And I am still not able to be vaccinated. 

Meanwhile, low-risk members of Congress—some of whom attended rallies without masks and/or told shameful lies about physicians cooking the books on Covid19 for profit—have.

Not cool.",NA,0,0,0
"Scientists/epidemiologists (Harvard, Stanford &amp; Oxford) are calling for an end to lockdowns &amp; masks amongst the low risk demos. They say #coronavirus lockdowns will cause more harm than #COVID19. 

So do we believe in #science or will the left attack them

https://t.co/xjI9uNJoGo",NA,1,1,1
"This guy got the COVID vaccine before healthcare workers. https://t.co/Y6nLfC5Q1I",NA,0,0,0
"@rljourno @politico Now THIS is how you manage a pandemic!! Finally a responsible adult enters the room! Let’s get some PPE made ASAP, so we don’t have to reuse masks &amp; preserve items causing infection control issues. Why didn’t our government DO SOMETHING!?! Wtf was HE doing!?! #TrumpVirus #COVID19 https://t.co/gWrf0mxEhd",NA,0,0,0
"1. I don't remember Fauci all over TV contradicting the disastrous handling of the 2009 swine flu, do you?  And Fauci contributes NOTHING to the public's knowledge of the science related to the coronavirus.",NA,1,1,1
"What if all advocates of massk wearing, massk wearers and social distancers, hand sanitzer humans suffer from the mental illness called covid psychosis?

Does this mean that the world has literally gone insane?

You bet it does.

#biden2020 
#Trump2020",NA,1,1,1
"Murderous Missouri Governor Parson orders students or teachers who have Covid to not quarantine for 14 days. School districts statewide ignore him as death rate soars.",NA,0,0,0
"JANUARY 20, 2021🇺🇸 WE WILL BEGIN HEALING 🇺🇸🙏🏻
ALWAYS WEAR A MASK! 😷
PRAY TO GOD EVERY DAY 🇺🇸🙏🏻
HAVE FAITH &amp; HOPE &amp; BELIEVE🙏🏻
WASH YOUR HANDS! 🤲🏻
SOCIAL DISTANCE! 👩🏻‍🤝‍👨🏼❌ 🇺🇸
BE SAFE EVEN WITH FAMILY 👨‍👩‍👧‍👦
BELIEVE IN SCIENCE 🧪 https://t.co/UeZhmtzR0f",NA,0,0,0
"Chicago plays a key role in the nation’s supply chain, which is gearing up for the logistics challenge of a lifetime: mass-distributing a COVID-19 vaccine. https://t.co/LHwSLgEI1B",NA,0,0,0
"The very same GOP senators who undermined the threat of Covid, held events spreading the virus and refused to condemn Trump's Covid lies jumped the line to get the Covid vaccine. When it helps them personally, they love science. My new @MSNBCDaily article https://t.co/T6ZRceSYEE",NA,0,0,0
"Don’t be under any illusions. The coronavirus is not going away. In fact, it’s still getting worse in the U.S. The Johns Hopkins University reports 95,245 Americans died from the virus in January. That’s the most Covid monthly U.S. deaths in the past year. Stay Safe. Wear A Mask.",NA,0,0,0
"7/9 For 8 months the US government has ignored, sidelined, &amp; undermined public health and scientific recommendations. They have taken the tools we have to fight Covid and broken them. Masks. Testing. Effective communication. Contact tracing. Strategic closures. Careful reopening.",NA,0,0,0
"Why are Fake News reporters not social distancing outside the House Chamber? https://t.co/y7KrS8mozG",NA,0,0,0
"WEAR A MASK! 😷
WASH YOUR HANDS! 🤲🏻
SOCIAL DISTANCE! 👩🏻‍🤝‍👨🏼❌
VOTE BY MAIL 📬 FOR JOE BIDEN &amp; KAMALA HARRIS 💙🇺🇸 JUST VOTE 🇺🇸
VOTE DEMOCRATIC NATIONWIDE ON NOVEMBER 3rd! 💙🇺🇸JUST VOTE🇺🇸
REMEMBER TO PRAY TO GOD EVERY DAY 🇺🇸🙏🏻♥️ https://t.co/vSyJybe1se",NA,0,0,0
"@StayAtHomeTurky Yes! I love that it’s a family thing for so many people.",NA,0,0,0
"Wear a mask. Wash your hands. Vote out Donald Trump.",NA,0,0,0
"Joe Biden: “Let's set partisanship aside. Let’s end the politics and follow the science … wearing a mask is not a political statement. It’s a scientific recommendation. Social distancing isn't a political statement. It’s a scientific recommendation.” https://t.co/QNamfpPvxA https://t.co/eFhFARWu7R",NA,0,0,0
"I witnessed a Cleveland Clinic doctor remind Trump's guests to wear a mask, even offering them surgical ones on the off chance they didn't have one. None of them put on a mask.

The doctor looked frustrated as she stepped away, prompting a staffer to say, ""That’s all you can do.” https://t.co/ShthfC23Gr",NA,0,0,0
"Please – listen to New Mexico's health care workers. They are begging you to stay home, avoid gatherings, and wear your mask if you must go out.

Our hospitals are on the brink of being overrun. Help them keep you and your community safe and healthy. #StayHome #ProtectNM https://t.co/LKWoilPc0d",NA,0,0,0
"@realDonaldTrump mail in, absentee ballots =democrat, hired DeJoy to slow down mail to be late, preventing me from voting in primary. 1st time in my life. I went in person yesterday. You siloed us into pro or no mask, forced proscience to mail ballot #nocovidplan you planted Supreme Court stooges https://t.co/7BRN1DoJkl",NA,0,0,0
"Wow.  As @NYGovCuomo slammed a Covid vaccine under Trump, the governor skipped 17 meetings with the White House coronavirus task force and refused a one-on-one meeting with Alex Azar. Perhaps his book tour was more of a priority?  Worst. Leader. Ever. https://t.co/qmcZIvRox6",NA,0,0,1
"@VampireKat @ATrumpest @maartenvda @Urtoez75_2 @hank_ering @SalkaMandie @pranster @RhondaResisting @MarthaVotesBlue @macman747 @catsequalneko @coralgableswang @jodispissed8645 @bigdurtynerd @Amberdev4real @QuinnLeone4 @MrMoonl59091586 @ava_unity @bunnykittenpupp @oliwymom @P_flake @mousekerdoodle @MichaelChrisLA @azgrl007 @jillmcmullon @JennyWearAMask @AndersIwie @juliepanther16 @xsambob @MimiBme919 Hi Janey! 😂♥️",NA,0,0,0
"$TNXP Tonix Pharmaceuticals Shares Quiet; Co Tweets 'At the recent @Benzinga Global Small Cap Conference, Dr. Seth Lederman, CEO discussed $TNXP's two #COVID19 #vaccines being developed for long-term #immunity, the importance of having multiple vaccine options'",NA,0,0,0
"@elm5e1973 @HomeGirl_Shelly @AngelaM34691260 @ConservBlue2020 Currently, there are 21,300 studies about #COVID19 and masks from around the world on Google Scholar. https://t.co/DeY2KN9gN2",NA,0,0,0
"American pharmaceutical company Pfizer and its German partner, BioNTech, have proposed expanding Phase 3 clinical trials for a coronavirus vaccine to include 44,000 participants and more diverse patient populations, including people as young as 16. https://t.co/VVpqLS8Ivg",NA,0,0,0
"From VP'soffice: “Today, Marc Short, Chief of Staff to the Vice President, tested positive for COVID-19, began quarantine and assisting in the contact tracing process.""",NA,0,0,0
"Helping People Find Covid-19 Vaccines Is Aim of C.D.C.-Backed Site https://t.co/GgssrQYtzj",NA,0,0,0
"$AMC was struggling due to COVID lockdowns. Hedge funds shorted the stock to force bankruptcy. 

Small investors saw an opportunity &amp; bought $AMC driving it’s price up. $AMC raised $900 million, saved the business &amp; 1000s of jobs.

But they’re the bad guys for saving the company?",NA,0,0,0
"As schools across the U.S. debate whether in-person classes can resume amid the pandemic, only about half of the states are allowing teachers to get a shot of the coronavirus vaccine. https://t.co/1AGt7NABjp",NA,0,0,0
"@MattTravisMedia @ClarkHiggins7 @isaachulvey @TGC Well bad.. maybe not AS bad, but it's the small ones where everyone it's unmasked assuming they're safe, then go to another. Or find out later your buddy's kids have sniffles, but then you or someone else gets Covid.",NA,0,0,0
"Got my first dose of COVID vaccine today.  Thank you science!
Mask, social distance and hand hygiene.  We can beat this!
#igottheshot https://t.co/j3Y0DNmQg2",NA,0,0,0
"@CardsAreUs @ItsCassiusCup1 @johnwoot @McBrooklyn77 @Charjack10 @MarkDice @BoKnowsNews I am just a blue collar worker that lost my business due to covid-19 shutdowns. Durning the time off of work I spent months educating myself of what's been happening and why it's happened. Now that I know the truth I guess I'm a part of a cult while the WOKE Left continue to hate",NA,1,1,1
"40% of the COVID Deaths were in Convalescent homes where your liberal leaders sent our elderly too die😳!  By the way, if mask work so well, why is there suddenly a huge spike in cases🤔 &amp; how come FakeNews never puts out the statistics on how many infected recover😳#FactsMatter https://t.co/GZ0LeGdKhw",NA,1,1,1
"@YahooNews @ddeeb61 You would think any REAL doctors would make him wear a mask while at the hospital.",NA,0,0,0
"Again, what we're seeing now is infections caught as much as 14 days ago that have now passed incubation. Unknown numbers - but certainly larger - are currently infected &amp; cooking, but we wont know the full number from TODAY for 14 days.

Mask up. Distance. Stay home is you can. https://t.co/Q5Sg0tUGDn",NA,0,0,0
"Germany's Merkel pledges $100 million for COVID-19 vacine for poor countries

Do NOT take #vaccines https://t.co/qw4tq6XRUm",NA,1,1,0
"There are too few flu cases this year to run any modeling from the CDC. 

I wonder why.",NA,0,0,0
"Global Warming does not exist, Democrat voter fraud does, you cannot magically switch your sex, the coronavirus has a 99.6% survival rate, is no worse than the flu if you’re under 50, #BlackLivesMatter  is a terrorist organization, &amp; Jake Tapper uses veterans for props. 

#Facts",NA,1,1,1
"@hicharliecotton @brenta63 @JackPosobiec @SidneyPowell1 @willchamberlain @MarinaMedvin @FBIWFO 131,000 of COVID deaths had life threatening diseases including cancer, dementia and chronic renal failure.
10,000 were HOSPICE patients
87,000 had pneumonia or flu.
51,000 had heart attacks
Congress gave hospitals a 20% ""bonus"" for stating the deaths were COVID. You're so dumb!",NA,1,1,1
"Here is the current scene in #Brooklyn , Jewish community set to march to protest Gov.Andrew Cuomo and Mayor De Blasio's new lockdown restrictions. #newyork https://t.co/RLGaKcg9Ku",NA,0,0,1
"@michelle72767 @realDonaldTrump The states with the strictest mask mandates are still having some of the highest cases. You still think this is about a mask or COVID-19, which has a 99.99% survival rate? 
We shall see come December 12. That’s the deadline for them to certify. Our country has a process.",NA,1,1,1
"The film #Contagion irresponsibly suggests #vaccines that solve a #pandemic require NO LONG-TERM TRIALS

Surprise! The Dad of screenplay writer Z Burns was a McGill doctor who led #MKultra sensory-deprivation experiments - SICK
https://t.co/k7ipqkXaqD",NA,0,0,1
"is joe biden calling for a national lockdown?
if he’s not he’s lying about following the science $600 a week to each of us till the crisis is over 
Period",NA,0,0,0
"@projo This is an unnecessarily hyperbolic - to the point of dishonesty - headline. By implying that mask mandates are permanent, which is not at all what the officials were saying, you actually harm the effort to curb the pandemic now. Very disappointing",NA,0,0,0
"Pfizer's ex-chief of allergy research Dr. Michael Yeadon has asked the EU's Medicine Agency to halt COVID vaccine studies. 

Why? 

If vaccines ""trigger immune reaction against syncytin-1"" then ""infertility of indefinite duration could result in vaccinated women.""

INFERTILITY.",NA,1,1,1
"@KamalaHarris @JoeBiden I am a Scientist and a military veteran. I am a 18yr Scientist and a Sr. Industrial Hygienist. If you listened to the science, you'd stop this dangerous &amp; useless mask mandate. Prior to covid, if an IH ever put employees in a mask, for a virus, we would be fined and fired.",NA,1,1,1
"My Queen works as an RN at two hospitals, so she barely gets any days off. As much as I wanted to stay home, clean, meal prep, and time slot my tasks for the week, I'm so happy that I spent the day with my family. #DadLife #Blessed https://t.co/V7OBtqq01z",NA,0,0,0
"Today is going to be jaw-dropping in COVID cases. We're at 86,000 cases already and more than 800 deaths and it is still pretty early in the day.

PLEASE: What we are seeing now is infections from as long as 2 weeks ago. It is MUCH worse out there right now. Stay home if you can.",NA,0,0,0
"How can Nancy Pelosi claim Donald Trump has 'contempt for science' when she's getting her hair done without a mask, in violation of CDC guidelines?

🤔",NA,1,1,1
"Does this also work as cover for Kayleigh &amp; Co.? A semi-perm lid? Over to you @kaitlancollins @maggieNYT. #WearAMask",NA,0,0,0
"This morning we announced the expansion of vaccine deployment to 56 additional @Publix pharmacies in Flagler, St. Johns, Volusia and Collier counties. This brings us to more than 100 @Publix pharmacies offering COVID-19 vaccines across 12 counties in Florida. https://t.co/uPm77j1mo5",NA,0,0,0
"The pandemic will get worse, even if Biden is in office. Removing trump isn’t going to end widespread belief in disinformation. We aren’t getting a vaccine next year. The stock market is going to burst. The culture‘s temperature will only get hotter along with our planet.",NA,0,0,0
"Twitter Updates its Efforts to Tackle COVID-19 Vaccine Misinformation https://t.co/zcyk8hpK2k",NA,0,0,0
"“The words of a president matter; When the president doesn’t wear a mask and makes fun of folks like me when I’m wearing a mask for a long time, people say it must not be that important,” Joe Biden says. https://t.co/ax5X76HFgb",NA,0,0,0
"Trump rallies during the election “could kill thousands” because of the lack of social distancing, but Biden block party celebrations all over NYC right now are “literally saving lives” because science",NA,1,1,1
"Fauci says mandatory COVID-19 vaccines possible for travel, school WHATTHEFUCK😠☠️😱.. #nazi  https://t.co/9aeoINxisV",NA,1,0,1
"King Cuomo says forget about what I do. You have to do what I say or else.
While your at it kneel before me.

Gov. Cuomo Tells New Yorkers to ‘Stay Home and Off the Roads’ During Snowstorm — and Then He Hops in His Car and Drives Himself to NYC - https://t.co/JS9SJFsMn3",NA,1,1,1
"If you’re not sick, you shouldn’t need to wear a mask

#FollowTheScience",NA,1,1,1
"I keep hearing about a 4-6 week nationwide lockdown being instituted in January.

There is absolutely no science that would back that up &amp; I think we can all agree it would be the final nail in destroying our country’s economy.",NA,1,1,1
"President Trump “is the candidate who represents defeating the coronavirus and continuing to reopen America,” says @TimMurtaugh.

“Joe Biden made it clear again last night he’s the candidate for lockdowns.” https://t.co/iCXql4B9mW",NA,1,1,0
"Mike Pence got the vaccine for Covid.

Unfortunately, he refused to take the vaccine for greed, hypocrisy, ignorance, gaslighting, projecting, ignorance, racism, sexism, bigotry, xenophobia, lying, cheating, bootlicking, groveling, fascism, authoritarianism, extremism, &amp; treason.",NA,0,0,0
"@amyklobuchar Then how come a higher percentage of mask wearers are gettting COVID. How many more suicides this year?  Do you have that figure?",NA,1,1,1
"It's important for folks watching this community-led KN95 effort in Chicago to understand that the .gov could do this a million times over if our survival was a priority to them. It is not. Why isn't there a mass distro of medical grade masks? It's cheaper to let you die.",NA,0,0,0
"@scrowder A N95 mask reduces the probability of catching an airborne virus...I don't understand how this became some culture war issue for right wing commentators.",NA,0,0,0
"Ok. Here I am before they lockdown the city again. https://t.co/guP45Luqd3",NA,0,1,0
"Gov. Tony Evers calls smaller shipment of COVID-19 vaccines next week 'unacceptable' https://t.co/nzZqHqeb72",NA,0,0,0
"Wear a mask 😷 and save lives!!! https://t.co/ZxklHsHHql",NA,0,0,0
"The truth about COVID-19 and asymptomatic spread: It’s common, so wear a mask and avoid large gatherings   : https://t.co/l6gvP9rl5Z",NA,0,0,0
"From AP Morning Wire:
 
• Biden transition gets OK after Trump runs out of options.
• Amid soaring deaths, US millions stick to Thanksgiving travel.
• England's post-lockdown plan; Spain’s mortuary workers endure.
• Redux: China launches moon mission.

https://t.co/4Cls7lDfN3 https://t.co/EUmPD8NQUx",NA,0,0,0
"Quarantines, lockdowns, mask mandates, mass censorship &amp; the most fraudulent election in modern history.

Can you imagine what happens next if they get away with it?",NA,1,1,1
"Joe Biden said he would MANDATE a Coronavirus vaccine for every single American.

I will end you if you EVER try to inject anything into my body without my consent.

That's not a threat, it's a PROMISE.",NA,1,1,1
"Republicans think that children being slaughtered in their classrooms with weapons of war is the cost of freedom but that wearing a mask to save lives during a pandemic is too high a price to pay.",NA,0,0,0
"CDC experts believe that efforts like social distancing, mask-wearing and school closures might have critically crippled flu season in countries in the Southern Hemisphere.
https://t.co/Upjfsvn16q",NA,0,0,0
"Taxpayers paid for 100% of Moderna’s COVID-19 vaccine development. 

*We paid $2,500,000,000*

It absolutely must be made a public good that is free and available to everyone around the world.

This is the people's vaccine. Not Big Pharma's. https://t.co/gG1DGTZFN4",NA,0,0,0
"OH CHRIST—Trump HHS just did full “power grab” takeover of all drug/vaccines. Via “stunning declaration” of authority, HHS Secretary Azar barred FDA from signing any new rules—power now “is reserved to the Secretary.” Trump now controls all of it. #COVID19 https://t.co/MZcOBN4TGr",NA,0,0,0
"A third-grade teacher has died in North Carolina days after testing positive for Covid-19 and while her students were quarantined as a result of the exposure https://t.co/HngWOXoaPf",NA,0,0,0
"Trump knew in February. 
He knew that COVID-19 passes through the air.
He knew it is deadlier than the flu.
He knew it is dangerous to more than just our elderly and vulnerable.

He purposely downplayed the pandemic. And now, 190,000 Americans are dead.",NA,0,0,0
"The Governor Nevada demanded citizens stay at home the next 2 weeks, to flatten a curve that’s been flat for 8 months, and guess what this douchebag did?

Went out on the town to dinner and broke his own mandate...AGAIN. He’s forcing restrictions on us even he doesn’t believe in. https://t.co/4SDgnWrTnn https://t.co/pXiQ6UgFNq",NA,1,1,1
"Have you heard this⁉️If only everyone would just wear a mask, we would be able to crush the virus &amp; end the pandemic 
 
Why have #lockdown if masks work &amp; why a pandemic⁉️
Facts👇🏻
97% mask compliance in San Francisco, NY, DC, 96% in Miami and Philly, 95% in Chicago Just Sayin 😎",NA,1,1,1
"@realDonaldTrump You really could care less about your cult. They are out there, masks down, spreading germs everywhere cause of your lack of knowledge on COVID-19. You’re the Main #SuperSpreader. Pathetic. #BidenHarris2020",NA,0,0,0
"Keith ""Poncho"" Jones, 64yo LPN, at a Langhorne, PA nursing home, died of #covid19 on 5/9. He was in the Navy for 26 years, and a father to 7- his funeral was the day before his son's high school graduation. #healthcareheroes #getusppe #WearAMask https://t.co/47N6gVAAOF https://t.co/7WChbnmN8c",NA,0,0,0
"@RepKayGranger @JPS_Health @monthly Except that your party has done everything it can to worsen John Peter Smith Hospital's case load.

You've refused to call out Trump's lies, misinfo, superspreader rallies, mask aversion, lack of science-based pandemic plan, etc.

Those hospital workers are voting for @Welch_tx.",NA,0,0,0
"Real effects of COVID. Mask up! 😷 https://t.co/qYIPqgd0Eh",NA,0,0,0
"“Alabama’s GOP lieutenant governor called mask rules an ‘overstep.’ Now he has tested positive for the coronavirus.” https://t.co/aD6KUiHl6Z",NA,0,0,0
"Spread the truth about COVID.

A CDC Report found that Arizona's summer spike in COVID cases ended when mask ordinances were increased.

Masks work. #WearAMask #DemCastAZ
https://t.co/8uxU7uMBp5",NA,0,0,0
"Please End The Mask Mandate End The Covid-19 Scam Nothing More Than The Flu and Cold Symptoms. 

Congratulations Sir. https://t.co/NOr5DYfwgE https://t.co/DkKuluo8s3",NA,1,1,1
"Fun fact:

States with Mask Laws have an average of 38 Covid cases per 100,000 population. 

No Mask Law states have an average of 179 Covid cases per 100,000 population.",NA,0,0,0
"Trump: “We’ll release the voter fraud proof with the Coronavirus vaccine and my taxes, in about 2 weeks”.",NA,0,0,0
"@GavinNewsom It’s about homelessness.
It’s about endless lockdowns.
It’s about your kids school.
It’s about releasing violent criminals.
It’s about raging wildfires.
It’s about lost businesses.
It’s about our freedom.

It’s about California.

RECALL.

https://t.co/BIG5gsKYqG",NA,1,1,1
"AP: Brazil's Bolsonaro rejects Chinese vaccine against COVID-19, says citizens won't be guinea pig",NA,1,1,1
"A German children's charity got laboratory tests done on one of the masks typically sold in shops, after it had been worn by a child in school for 8 (!) hours: 

Result: 82 bacterial colonies &amp; 4 mould (fungoid) colonies.

#microbiology #hygiene #PublicHealth #COVID19UK https://t.co/9miJOrVUMK",NA,1,1,1
"7 Months of unconstitutional lockdowns, restrictions on businesses, and bacteria-ridden masks by corrupt governors in nearly every damn state, backed by puppet judges authorizing this shit show. I have not &amp; will not ""obey"" any of these illegal mandates. Sheep better wake up now.",NA,1,1,1
"Joe Biden's Covid Plan will provide universal, free testing to Americans, critical PPE, and a safe and proven vaccine. #DebateTonight",NA,0,0,0
"For the 3rd week in a row, Missouri failed to release Covid vaccines to St. Louis County. The County is scheduled to run out of vaccines today. It seems as if this is something that Councilman Harder should be working to change, rather than easing Covid restrictions. https://t.co/OBHf6EP1rl",NA,0,0,0
"Just received my first Covid vaccine. It’s a good, safe and moral thing to do. Sincere gratitude to the scientists, health care professionals, and public officials who are working hard to make it happen.",NA,0,0,0
"There is no bigger disgusting joke in the world than GOPrs who claim to be pro-life. The ones who told the elderly to drop dead for the economy, the ones who kill rather than wear a mask, ones who dont care if kids starve. They demand sacrifices of others, not themselves. Ever.",NA,0,0,0
"Georgia, vote Warnock &amp; Ossoff! 
#VoteReverendWarnock #VoteJonOssoff 
@ReverendWarnock @ossoff
#DumpLootingLoeffler #DumpChickenPerdue 
#GeorgiaOnMyMind
#5050Senate
https://t.co/dsl6jBP8Hq 
https://t.co/1DU0CZIF8S 
#FlipGeorgiaSenateBlue 
#BlackLivesMatter 
#BeKind 
#WearAMask https://t.co/cHh7nn3ZAF",NA,0,0,0
"When your 11 year old son comes &amp; shows you in his history book a portion of the Constitution he’s learning. Then tells you masks, lockdowns, &amp; keeping us from church is Unconstitutional. Proud moment🇺🇸🇺🇸 Not all of the next generation will be tainted by the left’s ideology💯💯",NA,1,1,1
"Biden is a demented tool for the left to control whose corruption knows no bounds. 

We are voting for slavery to corruption; or freedom.
 To stay home is to vote for the left.

#VoteLikeYourLifeDependsOnItBecauseItDoes 
#VoteTrump2020ToSaveAmerica https://t.co/2o06MT7aBf",NA,0,0,0
"Berliners are setting their homes on fire with lockdown fireworks https://t.co/ZYYzpwkxgz",NA,0,0,0
"HAPPENING NOW🚨🚨🚨🚨
All citizens of California are ordered in home lock down at once #LockDown #California #California #lockdown https://t.co/vYZFaeGSqP",NA,0,0,0
"Abbott keeps telling us coronavirus is under control here in Texas &amp; won’t allow El Paso to shut down or issue a statewide mask mandate because it’s mostly brown people dying. While our senators are concerned w/helping Trump steal elections. @GregAbbott_TX @JohnCornyn @tedcruz https://t.co/Hz6SCPhNu8",NA,0,0,0
"We don’t need your 7 pm applause. We don’t need your donated pizza. We even don’t need your gratitude.

We need you to wear a mask &amp; keep your distance so you stop killing each other &amp; you literally &amp; figuratively stop killing us. It’s all we ask. 

PLEASE.",NA,0,0,0
"Protect yourself from flu this season! While there is currently no vaccine to prevent COVID-19, a flu vaccine remains the best way to protect yourself from flu viruses that likely will be circulating at the same time this fall &amp; winter. https://t.co/xDH8AlekH4 https://t.co/5UoWjugDu0",NA,0,0,0
"Wear a mask. Wash your hands. Vote out Donald Trump.",NA,0,0,0
"US House just introduced legislation that would fine Reps $1,000 every day they refused to wear a mask at the Capitol.",NA,0,0,0
"Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!",NA,0,0,0
"What if we could design a virus that would attach itself to Covid-19 as soon as the person was infected?  Once the attachment occurred, the person turned Smurf Blue until they were vaccinated?  The infected’s farts would also be blue.",NA,0,0,0
"Mitch wouldn't even allow a vote on hundreds of billions of dollars of COVID relief. He’s blocked money for schools, testing, vaccines &amp; unemployment insurance for 116 days.
 
His goal is clear: Do nothing, then point his finger in a desperate attempt to win this election. https://t.co/XbYaRxoC9B",NA,0,0,0
"Monday afternoon #Resister shout outs: 
@VoteOutHate20 
@jewell35_a
@jacketrose86
@anon_sopv2
@JanLuvz2laf_2
@JamieBQuynn13
@rajkopz
@TexasGal_98
@PattyCross2160
@_ReaalAmerican_
@Rosie_wearamask
@rynofied 
@SARA2001NOOR
@sergeivote 
@Gtbana 
@Martinsuz 

#Vote #BidenHarris2020 https://t.co/ixCq67oTjK",NA,0,0,0
"People are so ready to get back to life forgetting that in 1918 the second wave of the Spanish Flu reportedly killed 20-50 million. The first wave only killed 3-5 million. History does indeed repeat.",NA,0,0,0
"The Western States Scientific Safety Review Workgroup completed its review of the federal process &amp; concluded the Moderna COVID-19 vaccine is safe &amp; efficacious for use in the Western States, making the Moderna vaccine the second COVID-19 vaccine supported  in these states. https://t.co/pr3NPyvOH1",NA,0,0,0
"BREAKING: FDA review confirms safety and efficacy of Pfizer coronavirus vaccine https://t.co/GInwTYOjvo",NA,0,0,0
"Health Canada approves extracting six doses from Pfizer COVID-19 vaccine vials https://t.co/YEsk94gui6",NA,0,0,0
"So let me get this straight, Trump refused to wear a mask and urged the opening of states because he was trying to bring back the hospitality business because the loans on his properties were coming due, so he killed 205,000 of us?",NA,0,0,0
